id,nom,festa1,festa2
717,Abella de la Conca,2023-05-29,2023-10-02
1065,Abrera,2023-06-05,2023-06-29
638,Adrall,2023-02-02,2023-06-30
665,Adraén,2023-08-04,2023-11-10
171,Age,2023-01-07,2023-06-12
409,Agramunt,2023-09-01,2023-09-04
607,Aguilar,2023-05-03,2023-06-05
1331,Aguilar de Segarra,2023-06-23,2023-10-13
959,Aguiló,2023-01-21,2023-09-23
1,Agullana,2023-04-11,2023-08-16
524,Agulló,2023-04-19,2023-08-23
1096,Aiguafreda,2023-05-29,2023-12-07
861,Aiguamúrcia,2023-08-14,2023-12-13
205,Aiguaviva,2023-07-25,2023-10-30
670,Ainet de Besan,2023-01-05,2023-10-27
709,Ainet de Cardós,2023-02-20,2023-12-29
698,Aineto,2023-08-09,2023-11-18
340,Aitona,2023-05-19,2023-09-01
341,"Alamús, els",2023-01-20,2023-11-10
866,"Alba, l'",2023-08-14,2023-12-13
385,"Albagés, l'",2023-01-20,2023-08-28
2,Albanyà,2023-05-03,2023-06-29
978,Albarca,2023-01-21,2023-08-14
342,Albatàrrec,2023-05-05,2023-10-13
1501,Alberola,2023-06-13,2023-09-08
529,Albesa,2023-03-20,2023-08-16
386,"Albi, l'",2023-08-07,2023-09-26
926,Albinyana,2023-07-14,2023-08-24
892,"Albiol, l'",2023-07-10,2023-10-02
948,Albió,2023-09-01,2023-09-02
87,Albons,2023-02-21,2023-07-21
1034,Alcanar,2023-05-15,2023-10-09
343,Alcanó,2023-02-03,2023-03-20
344,Alcarràs,2023-01-20,2023-08-25
345,Alcoletge,2023-05-12,2023-09-15
867,Alcover,2023-08-16,2023-10-16
998,"Aldea, l'",2023-04-21,2023-05-29
999,Aldover,2023-04-24,2023-09-08
893,"Aleixar, l'",2023-02-06,2023-11-13
1175,Alella,2023-06-05,2023-08-01
5123,Alendo,,
1000,Alfara de Carles,2023-05-29,2023-12-07
346,Alfarràs,2023-01-20,2023-06-29
894,Alforja,2023-01-20,2023-09-29
347,Alfés,2023-01-20,2023-08-07
530,Algerri,2023-02-02,2023-02-03
348,Alguaire,2023-05-26,2023-09-22
669,Alins,2023-01-20,2023-06-23
622,Alinyà,2023-05-11,2023-08-07
868,Alió,2023-01-20,2023-08-24
156,All,2023-08-16,2023-08-17
349,Almacelles,2023-03-02,2023-09-25
922,"Almadrava, l'",2023-07-24,2023-07-25
350,Almatret,2023-02-03,2023-09-29
351,Almenar,2023-01-20,2023-09-18
410,Almenara Alta,2023-08-04,2023-08-05
895,Almoster,2023-07-28,2023-09-29
142,Alp,2023-02-20,2023-06-29
1205,Alpens,2023-02-21,2023-09-27
352,Alpicat,2023-01-21,2023-08-25
792,Alta-riba,2023-04-22,2023-10-07
836,Altafulla,2023-04-11,2023-11-11
5118,Altet,2023-05-12,2023-08-26
608,Altès,2023-05-29,2023-09-04
623,"Alzina d'Alinyà, l'",2023-06-12,2023-08-16
593,"Alzina, l'",2023-08-05,2023-08-16
604,Alàs i Cerc,2023-05-15,2023-07-17
675,Alòs d'Isil,2023-02-21,2023-08-28
531,Alòs de Balaguer,2023-01-20,2023-08-14
275,Amer,2023-03-31,2023-08-16
1001,"Ametlla de Mar, l'",2023-02-02,2023-06-29
1439,"Ametlla de Merola, l'",2023-05-29,2023-09-25
555,"Ametlla de Montsec, l'",2023-07-31,2023-12-07
468,"Ametlla de Segarra, l'",2023-08-29,2023-09-15
1097,"Ametlla del Vallès, l'",2023-02-20,2023-08-25
1002,"Ampolla, l'",2023-06-23,2023-11-15
1036,Amposta,2023-05-22,2023-12-07
5093,Ancs,2023-02-21,2023-08-14
414,Anglesola,2023-05-03,2023-12-11
276,Anglès,2023-05-29,2023-09-04
651,Anserall,2023-09-02,2023-11-25
617,Ansovell,2023-09-05,2023-11-14
710,Anàs,2023-09-01,2023-11-18
728,Aramunt,2023-01-21,2023-09-14
739,Aransís,,
1414,Aranyó,2023-08-24,2023-08-28
671,Araós,2023-01-20,2023-09-01
387,Arbeca,2023-07-25,2023-08-14
896,Arbolí,2023-01-16,2023-10-09
927,"Arboç, l'",2023-01-09,2023-08-28
1267,"Arboçar, l'",2023-04-06,2023-07-31
277,Arbúcies,2023-06-09,2023-07-31
652,Arcavell,2023-08-05,2023-11-25
821,"Arcs, els",2023-01-17,2023-10-09
1504,Ardèvol,2023-01-17,2023-09-01
26,Arenys d'Empordà,2023-06-29,2023-11-29
1176,Arenys de Mar,2023-07-10,2023-08-16
1177,Arenys de Munt,2023-04-17,2023-11-10
639,Arfa,2023-05-29,2023-11-29
175,Argelaguer,2023-05-15,2023-12-11
598,Argentera,,
897,"Argentera, l'",2023-08-24,2023-08-25
1178,Argentona,2023-05-29,2023-08-04
1377,Argençola,2023-04-11,2023-10-13
853,"Argilaga, l'",2023-01-25,2023-08-16
653,Argolell,2023-06-01,2023-10-07
633,Aristot,2023-09-05,2023-11-30
3,"Armentera, l'",2023-07-24,2023-11-10
1048,Arnes,2023-05-29,2023-08-16
768,Arres,2023-01-20,2023-08-29
787,Arròs,2023-05-22,2023-08-29
771,Arró,2023-08-28,2023-11-11
654,Ars,2023-05-13,2023-11-11
605,Arsèguel,2023-02-21,2023-12-30
353,Artesa de Lleida,2023-01-17,2023-08-31
532,Artesa de Segre,2023-01-20,2023-09-29
778,Arties,2023-06-23,2023-07-25
1332,Artés,2023-09-04,2023-09-05
159,Arànser,2023-06-26,2023-10-09
1017,Ascó,2023-01-20,2023-08-18
655,Asnurri,2023-09-09,2023-12-09
354,Aspa,2023-01-20,2023-09-04
788,Aubèrt,2023-05-22,2023-10-02
533,"Avellanes i Santa Linya, les",,
534,"Avellanes, les",2023-04-24,2023-08-16
4,Avinyonet de Puigventós,2023-05-03,2023-06-29
5111,Avinyonet del Penedès,2023-04-06,2023-08-21
1333,Avinyó,2023-05-29,2023-09-18
1268,Avinyó Nou,2023-04-06,2023-08-21
1417,Avià,,
1060,Badalona,2023-05-11,2023-06-05
1151,Badia del Vallès,2023-02-20,2023-04-14
249,"Baell, el",2023-08-24,2023-11-10
779,Bagergue,2023-07-20,2023-08-01
1418,Bagà,2023-05-29,2023-08-03
1500,Baixos de Calbinyà,2023-07-07,2023-07-29
541,Balaguer,2023-11-09,2023-11-10
1206,Balenyà,2023-01-23,2023-08-24
5088,Balestui,2023-02-21,2023-08-14
1334,Balsareny,2023-02-13,2023-04-25
145,Baltarga,2023-06-13,2023-10-13
928,Banyeres del Penedès,2023-02-13,2023-07-10
232,Banyoles,2023-08-16,2023-10-23
785,Baqueira,2023-05-03,2023-08-05
634,Bar,2023-09-08,2023-12-27
818,Barbens,2023-08-14,2023-11-08
941,Barberà de la Conca,2023-06-06,2023-08-21
1152,Barberà del Vallès,2023-05-29,2023-07-03
1061,Barcelona,2023-06-05,2023-09-25
1461,Barceloneta,,
556,"Baronia de Sant Oïsme, la",2023-01-17,2023-04-24
804,Barruera,2023-08-01,2023-09-08
606,Bassella,2023-05-15,2023-08-28
747,Basturs,2023-05-15,2023-09-02
1049,Batea,2023-08-07,2023-08-08
1137,"Batllòria, la",2023-08-28,2023-12-18
769,Bausen,2023-08-14,2023-08-16
686,Baén,2023-02-21,2023-08-14
1300,"Beguda Alta i Baixa, la",2023-01-20,2023-08-10
1066,Begues,2023-01-20,2023-07-25
88,Begur,2023-05-29,2023-06-29
772,Begós,2023-05-03,2023-08-16
415,Belianes,2023-05-15,2023-07-25
819,Bell-lloc d'Urgell,2023-09-28,2023-09-29
388,Bellaguarda,2023-01-17,2023-04-25
1113,Bellavista,2023-05-19,2023-07-07
89,Bellcaire d'Empordà,2023-08-29,2023-10-13
550,Bellcaire d'Urgell,2023-05-22,2023-09-12
543,Bellfort,2023-02-21,2023-08-16
507,Bellmunt,2023-05-27,2023-05-30
551,Bellmunt d'Urgell,2023-05-15,2023-08-21
973,Bellmunt del Priorat,2023-12-13,2023-12-28
1378,Bellprat,,
416,Bellpuig,2023-03-31,2023-09-15
951,Belltall,2023-08-11,2023-10-06
929,Bellvei,2023-05-15,2023-08-14
426,Bellver d'Ossó,,
144,Bellver de Cerdanya,2023-06-13,2023-10-13
511,Bellveí,2023-01-20,2023-07-25
820,Bellvís,2023-01-20,2023-10-26
748,Benavent,2023-07-20,2023-08-19
355,Benavent de Segrià,2023-01-30,2023-08-28
1003,Benifallet,2023-09-08,2023-09-12
1018,Benissanet,2023-01-17,2023-07-25
773,Benós,2023-06-23,2023-06-29
1419,Berga,2023-06-08,2023-09-08
176,Besalú,2023-03-31,2023-09-22
206,Bescanó,2023-07-25,2023-08-10
656,Bescaran,2023-07-08,2023-11-11
318,Besora,,
789,Betlan,2023-05-22,2023-08-05
790,Betren,2023-05-22,2023-11-29
177,Beuda,2023-03-31,2023-09-22
1099,Bigues,2023-01-20,2023-06-29
1098,Bigues i Riells,,
445,Biosca,2023-07-27,2023-07-28
90,"Bisbal d'Empordà, la",2023-05-29,2023-08-16
974,"Bisbal de Falset, la",2023-05-15,2023-09-08
930,"Bisbal del Penedès, la",2023-04-24,2023-08-14
749,Biscarri,2023-09-23,2023-11-30
1510,Biure,2023-05-06,2023-09-02
6,Biure,2023-02-20,2023-04-11
942,Blancafort,2023-04-24,2023-05-29
278,Blanes,2023-04-11,2023-07-26
1303,"Bleda, la",2023-07-03,2023-11-11
599,Boada,2023-04-29,2023-08-21
7,Boadella d'Empordà,2023-11-10,2023-11-20
699,Boldís Jussà,2023-06-29,2023-07-10
700,Boldís Sobirà,2023-01-21,2023-09-29
148,Bolvir,2023-05-15,2023-11-22
931,Bonastre,2023-05-22,2023-07-24
711,Bonestarre,2023-01-23,2023-10-16
146,Bor,2023-06-13,2023-10-13
1503,"Bordeta, era",2023-08-19,2023-09-30
207,Bordils,2023-08-21,2023-10-30
389,"Borges Blanques, les",2023-09-04,2023-09-05
898,"Borges del Camp, les",2023-06-15,2023-09-08
9,Borrassà,2023-05-03,2023-11-27
1420,Borredà,2023-05-29,2023-08-21
676,Borén,2023-02-21,2023-08-14
774,Bossòst,2023-06-13,2023-08-16
1050,Bot,2023-02-02,2023-02-03
899,Botarell,2023-02-02,2023-08-10
390,Bovera,2023-05-22,2023-09-08
805,Boí,2023-02-14,2023-06-23
279,Breda,2023-09-07,2023-09-08
5086,Bresca,2023-02-21,2023-08-14
5084,Bretui,2023-02-21,2023-08-14
486,Briansó,2023-04-24,2023-08-21
242,Briolf,2023-05-23,2023-09-30
1379,"Bruc, el",2023-05-08,2023-08-14
1207,"Brull, el",2023-07-25,2023-11-10
280,Brunyola,2023-01-20,2023-11-10
869,Bràfim,2023-07-25,2023-12-11
763,Buira,2023-08-01,2023-08-29
693,Burg,,
319,Busa,,
5125,Buseu,2023-02-21,2023-08-14
571,Butsènit,2023-08-14,2023-12-07
5,Bàscara,2023-04-19,2023-11-17
1013,Bítem,2023-06-05,2023-09-15
770,"Bòrdes, Es",2023-09-08,2023-10-13
718,Bóixols,2023-01-23,2023-08-16
1311,Ca l'Avi,2023-04-06,2023-10-23
975,Cabacés,2023-02-03,2023-05-15
552,Cabanabona,2023-05-29,2023-08-18
11,Cabanelles,2023-05-03,2023-06-29
12,Cabanes,2023-01-27,2023-05-03
1272,"Cabanyes, les",2023-02-14,2023-08-07
5137,Cabestany,2023-02-21,2023-08-14
5100,Cabestany,2023-08-29,2023-09-15
870,Cabra del Camp,2023-08-21,2023-08-22
1381,Cabrera d'Anoia,2023-01-17,2023-08-07
1179,Cabrera de Mar,2023-05-29,2023-08-01
1362,Cabrianes,2023-02-20,2023-09-18
1180,Cabrils,2023-05-03,2023-05-29
613,Cabó,2023-05-15,2023-08-10
13,Cadaqués,2023-01-20,2023-12-18
1436,Cal Rosal,2023-06-08,2023-07-10
1382,Calaf,2023-02-06,2023-09-04
932,Calafell,2023-06-29,2023-07-17
657,Calbinyà,2023-07-08,2023-12-21
1335,Calders,2023-01-20,2023-09-08
1181,Caldes d'Estrac,2023-09-08,2023-12-13
281,Caldes de Malavella,2023-08-07,2023-09-22
1101,Caldes de Montbui,2023-05-29,2023-10-09
1182,Calella,2023-06-16,2023-09-23
1208,Calldetenes,2023-04-06,2023-05-29
1336,Callús,2023-07-03,2023-10-13
91,Calonge,2023-07-10,2023-11-10
1383,Calonge de Segarra,2023-09-29,2023-10-02
62,Camallera,2023-04-24,2023-08-28
554,Camarasa,2023-01-17,2023-04-24
1004,Camarles,2023-07-25,2023-12-07
327,Cambrils,,
902,Cambrils,2023-06-29,2023-09-08
247,Campdevànol,2023-09-18,2023-09-19
248,Campelles,2023-05-26,2023-11-10
1102,Campins,2023-05-15,2023-08-18
208,Campllong,2023-06-05,2023-08-28
1012,Campredó,2023-06-05,2023-07-25
250,Camprodon,2023-06-21,2023-06-22
1346,Camps,2023-02-21,2023-08-21
233,Camós,2023-08-16,2023-10-23
5105,Can Bas,2023-04-06,2023-06-26
1312,Can Batista,2023-04-06,2023-07-03
1313,Can Cartró,2023-04-06,2023-04-28
1314,Can Rossell,2023-04-06,2023-04-17
328,Canalda,,
102,Canapost,2023-05-29,2023-09-02
775,Canejan,2023-08-30,2023-09-08
209,Canet d'Adri,2023-07-25,2023-09-25
1183,Canet de Mar,2023-06-29,2023-09-08
130,Canet de la Tallada,2023-04-06,2023-10-13
856,"Canonja, la",2023-01-20,2023-08-14
1103,Canovelles,2023-05-19,2023-07-24
38,Cantallops,2023-05-08,2023-08-07
5106,Cantallops,2023-01-30,2023-04-06
1269,Cantallops,2023-04-06,2023-10-16
1252,Cantonigròs,2023-04-06,2023-08-16
196,"Canya, la",2023-05-02,2023-12-18
1324,Canyelles,2023-07-17,2023-09-12
476,"Canós, el",2023-08-24,2023-08-28
900,Capafonts,2023-07-31,2023-08-16
1384,Capellades,2023-02-06,2023-08-16
14,Capmany,2023-03-21,2023-05-29
1421,Capolat,2023-06-09,2023-09-08
976,Capçanes,2023-07-28,2023-07-31
1107,Cardedeu,2023-05-15,2023-08-14
806,Cardet,2023-08-16,2023-09-08
1337,Cardona,2023-09-12,2023-09-13
448,"Cardosa, la",2023-01-02,2023-07-22
1385,Carme,2023-07-17,2023-11-13
793,Casarilh,2023-05-22,2023-12-21
794,Casau,2023-05-22,2023-07-25
1051,Caseres,2023-08-18,2023-08-21
1035,"Cases d'Alcanar, les",2023-06-29,2023-07-17
1274,"Casetes de la Gornal, les",2023-04-06,2023-08-16
1315,"Casots, els",2023-04-06,2023-04-24
1422,Casserres,2023-05-02,2023-08-28
712,Cassibrós,2023-08-31,2023-11-30
210,Cassà de la Selva,2023-06-05,2023-06-06
1423,Castell de l'Areny,2023-01-24,2023-05-16
93,Castell-Platja d'Aro,2023-02-16,2023-09-08
1544,Castellar de Tost,2023-01-17,2023-11-11
303,Castellar de la Ribera,2023-02-20,2023-09-08
1424,Castellar de n'Hug,2023-07-11,2023-09-29
1458,Castellar del Riu,2023-06-08,2023-09-08
1153,Castellar del Vallès,2023-03-20,2023-09-12
1338,Castellbell i el Vilar,2023-05-08,2023-08-14
1154,Castellbisbal,2023-01-23,2023-08-21
1108,Castellcir,2023-01-17,2023-11-30
391,Castelldans,2023-09-07,2023-09-08
1067,Castelldefels,2023-08-14,2023-12-07
1275,Castellet,2023-04-06,2023-07-31
1273,Castellet i la Gornal,,
1386,Castellfollit de Riubregós,2023-01-23,2023-08-16
178,Castellfollit de la Roca,2023-05-29,2023-09-18
1339,Castellfollit del Boix,2023-02-21,2023-04-11
1340,Castellgalí,2023-05-08,2023-08-07
449,Castellnou d'Oluges,2023-05-22,2023-08-19
427,Castellnou d'Ossó,,
1341,Castellnou de Bages,2023-04-06,2023-08-16
609,Castellnou de Bassella,2023-04-28,2023-10-16
635,Castellnou de Carcolze,2023-01-23,2023-06-20
822,Castellnou de Seana,2023-02-03,2023-09-12
1387,Castellolí,2023-04-11,2023-08-29
418,Castellserà,2023-01-20,2023-07-21
1367,Castelltallat,2023-04-28,2023-09-25
1109,Castellterçol,2023-01-17,2023-02-21
901,Castellvell del Camp,2023-01-23,2023-07-26
1068,Castellví de Rosanes,2023-06-05,2023-09-25
1283,Castellví de la Marca,2023-04-06,2023-08-16
15,Castelló d'Empúries,2023-02-02,2023-08-10
561,Castelló de Farfanya,2023-02-20,2023-05-29
837,"Catllar, el",2023-08-25,2023-12-15
616,Cava,2023-10-25,2023-11-28
282,"Cellera de Ter, la",2023-04-24,2023-05-29
720,Cellers,2023-03-20,2023-08-30
211,Celrà,2023-05-08,2023-10-13
1209,Centelles,2023-09-01,2023-12-30
1426,Cercs,2023-04-24,2023-06-08
1155,Cerdanyola del Vallès,2023-05-08,2023-11-13
1069,Cervelló,2023-08-03,2023-09-19
447,Cervera,2023-02-06,2023-09-25
212,Cervià de Ter,2023-07-10,2023-10-30
392,Cervià de les Garrigues,2023-05-15,2023-09-29
947,"Cirera, la",2023-04-25,2023-08-14
16,Cistella,2023-05-03,2023-06-29
419,Ciutadilla,2023-05-02,2023-09-29
505,Civit,2023-05-27,2023-05-30
658,Civís,2023-07-01,2023-10-21
5117,Claravalls,2023-08-04,2023-08-05
1276,Clariana,2023-04-06,2023-07-24
304,Clariana de Cardener,2023-02-03,2023-05-05
729,Claverol,2023-02-07,2023-08-28
610,"Clua, la",2023-01-20,2023-10-09
1368,Coaner,2023-04-28,2023-09-12
393,"Cogul, el",2023-01-20,2023-12-07
18,Colera,2023-05-08,2023-09-29
619,Coll de Nargó,2023-07-25,2023-11-23
1070,Collbató,2023-05-29,2023-09-16
904,Colldejou,2023-08-10,2023-10-21
721,Collmorter,2023-03-20,2023-05-08
1210,Collsuspina,2023-08-07,2023-10-02
94,Colomers,2023-01-19,2023-09-12
1092,"Colònia Güell, la",2023-05-29,2023-08-16
308,"Coma i la Pedra, la",2023-04-25,2023-08-16
497,Comabella,2023-05-06,2023-05-08
477,Concabella,2023-08-24,2023-08-28
943,Conesa,2023-05-20,2023-11-17
750,Conques,2023-03-18,2023-09-14
838,Constantí,2023-01-20,2023-08-01
1388,Copons,2023-04-11,2023-08-16
1052,Corbera d'Ebre,2023-08-16,2023-08-18
1071,Corbera de Llobregat,2023-01-17,2023-07-22
356,Corbins,2023-05-19,2023-05-22
666,Cornellana,2023-05-19,2023-06-23
1072,Cornellà de Llobregat,2023-06-05,2023-06-09
234,Cornellà de Terri,2023-06-29,2023-10-23
977,Cornudella de Montsant,2023-07-10,2023-08-21
1114,Corró d'Amunt,2023-05-19,2023-07-15
1115,Corró d'Avall,2023-05-19,2023-09-15
5092,Cortscastell,2023-02-21,2023-08-14
537,Corçà,2023-05-03,2023-08-09
95,Corçà,2023-05-29,2023-10-09
574,Coscó,,
839,Creixell,2023-07-25,2023-12-07
10,Creixell,,
235,Crespià,2023-02-27,2023-12-11
97,Cruïlles,2023-06-05,2023-10-13
1325,Cubelles,2023-07-31,2023-08-16
562,Cubells,2023-04-25,2023-08-19
5127,Cuberes,2023-02-21,2023-08-14
934,Cunit,2023-01-20,2023-07-10
458,"Curullada, la",2023-01-28,2023-09-09
1105,Cànoves,2023-01-20,2023-06-02
1104,Cànoves i Samalús,,
807,Cóll,2023-08-16,2023-09-08
1030,Darmós,2023-02-06,2023-08-16
19,Darnius,2023-05-03,2023-08-14
149,Das,2023-10-13,2023-12-27
1005,Deltebre,2023-05-19,2023-08-16
1548,"Destres, les",2023-08-14,2023-12-13
411,Donzell d'Urgell,2023-08-11,2023-08-12
180,Dosquers,2023-05-22,2023-07-25
1184,Dosrius,2023-05-29,2023-09-01
905,Duesaigües,2023-05-29,2023-09-25
808,Durro,2023-06-16,2023-09-08
270,Dòrria,2023-07-10,2023-10-13
5089,Enseu,2023-02-21,2023-08-14
809,Erill la Vall,2023-02-13,2023-07-10
730,Erinyà,2023-05-15,2023-12-27
27,Ermedàs,2023-06-29,2023-09-26
20,"Escala, l'",2023-06-05,2023-06-29
989,Escaladei,2023-10-13,2023-12-07
696,Escaló,2023-02-21,2023-08-18
1463,Escart,2023-02-21,2023-12-07
8,"Escaules, les",2023-11-10,2023-11-20
795,Escunhau,2023-05-22,2023-06-29
791,"Esglésies, les",2023-08-01,2023-08-29
1073,Esparreguera,2023-02-13,2023-07-10
1455,Espinalbet,2023-06-08,2023-09-08
257,Espinavell,2023-08-05,2023-10-13
1211,Espinelves,2023-07-25,2023-10-13
394,"Espluga Calba, l'",2023-02-06,2023-08-21
5129,Espluga de Cuberes,2023-02-21,2023-08-14
944,"Espluga de Francolí, l'",2023-07-28,2023-07-31
1074,Esplugues de Llobregat,2023-06-05,2023-09-21
21,Espolla,2023-01-20,2023-07-25
236,Esponellà,2023-02-06,2023-10-23
689,Espot,2023-09-29,2023-12-07
1508,"Espunyola, l'",,
1277,"Esquirol, l'",2023-04-06,2023-05-29
1551,Estais,2023-09-22,2023-12-07
620,Estamariu,2023-01-21,2023-11-22
1342,"Estany, l'",2023-05-29,2023-09-08
713,Estaon,2023-05-15,2023-07-25
135,"Estartit, l'",2023-07-26,2023-12-13
453,Estaràs,2023-01-07,2023-08-24
690,Esterri d'Àneu,2023-02-21,2023-10-13
691,Esterri de Cardós,2023-08-04,2023-10-13
243,Falgons,2023-01-23,2023-09-19
1344,Fals,2023-02-21,2023-08-21
979,Falset,2023-05-29,2023-08-16
22,"Far d'Empordà, el",2023-05-03,2023-11-10
512,"Far, el",2023-01-07,2023-08-08
877,Farena,2023-08-18,2023-08-25
659,"Farga de Moles, la",2023-03-14,2023-09-08
692,Farrera,2023-02-21,2023-08-16
1053,"Fatarella, la",2023-02-06,2023-09-08
906,"Febró, la",2023-08-25,2023-08-28
454,Ferran,2023-05-25,2023-12-28
1110,Figaró-Montmany,2023-04-17,2023-09-01
980,"Figuera, la",2023-05-15,2023-08-14
23,Figueres,2023-05-03,2023-06-29
751,Figuerola d'Orcau,2023-01-17,2023-08-14
557,Figuerola de Meià,2023-05-02,2023-08-07
871,Figuerola del Camp,2023-04-06,2023-07-24
5121,"Figuerosa, la",2023-08-14,2023-09-08
213,Flaçà,2023-07-07,2023-10-11
1019,Flix,2023-08-14,2023-08-16
513,Florejacs,2023-05-15,2023-08-14
395,"Floresta, la",2023-02-03,2023-08-21
1111,Fogars de Montclús,2023-05-05,2023-08-04
283,Fogars de la Selva,2023-05-15,2023-09-18
99,Foixà,2023-06-26,2023-08-29
1212,Folgueroles,2023-05-29,2023-09-12
823,Fondarella,2023-01-20,2023-09-04
1552,Fonolleres,2023-05-29,2023-07-10
459,Fonolleres,2023-08-26,2023-08-28
1343,Fonollosa,2023-02-21,2023-08-21
1284,Font-rubí,2023-01-23,2023-08-16
150,Fontanals de Cerdanya,2023-09-08,2023-12-07
100,Fontanilles,2023-06-30,2023-07-01
118,Fontclara,2023-01-16,2023-09-16
237,Fontcoberta,2023-08-04,2023-10-23
525,Fontdepou,2023-01-04,2023-07-19
103,Fonteta,2023-05-29,2023-07-08
558,Fontllonga,2023-08-25,2023-09-29
740,Fontsagrada,,
888,Fontscaldes,2023-02-02,2023-06-26
564,Foradada,2023-01-20,2023-02-21
271,Fornells de la Muntanya,2023-07-10,2023-10-13
214,Fornells de la Selva,2023-07-25,2023-10-30
24,Fortià,2023-05-03,2023-06-29
945,Forès,2023-09-01,2023-12-07
1037,Freginals,2023-08-24,2023-10-16
335,Freixinet,2023-07-10,2023-09-25
420,"Fuliola, la",2023-07-28,2023-12-11
396,Fulleda,2023-08-25,2023-08-28
645,Fígols,2023-01-20,2023-05-15
1427,Fígols,2023-05-15,2023-11-22
667,Fórnols,2023-04-26,2023-11-17
1347,Gaià,2023-09-01,2023-09-04
id,nom,festa1,festa2
1348,Galera,2023-06-30,2023-07-01
1038,"Galera, la",2023-05-29,2023-08-10
1156,Gallifa,2023-04-06,2023-10-13
1054,Gandesa,2023-09-01,2023-09-04
1020,Garcia,2023-01-16,2023-08-14
872,"Garidells, els",2023-01-17,2023-07-25
1118,"Garriga, la",2023-05-29,2023-08-03
111,Garrigoles,2023-01-23,2023-11-29
30,Garriguella,2023-08-21,2023-12-07
